Region/Country/Area,Gross domestic expenditure on research and development (R&D),Year,Series,Value,Footnotes,Source
40,Austria,2016,Gross domestic expenditure on R & D: Government (%),30.7000,Estimate.;Break in the time series.;Including other classes.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
40,Austria,2016,Gross domestic expenditure on R & D: Private non-profit (%),0.5000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
40,Austria,2016,Gross domestic expenditure on R & D: Funds from abroad (%),15.5000,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,Data have been converted from the former national currency using the appropriate conversion rate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2005,Gross domestic expenditure on R & D: Business enterprises (%),18.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2005,Gross domestic expenditure on R & D: Government (%),77.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2005,Gross domestic expenditure on R & D: Higher education (%),0.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2005,Gross domestic expenditure on R & D: Private non-profit (%),1.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2005,Gross domestic expenditure on R & D: Funds from abroad (%),2.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2010,Gross domestic expenditure on R & D: Business enterprises (%),9.6000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2010,Gross domestic expenditure on R & D: Government (%),88.2000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2010,Gross domestic expenditure on R & D: Higher education (%),0.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2010,Gross domestic expenditure on R & D: Private non-profit (%),1.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2010,Gross domestic expenditure on R & D: Funds from abroad (%),0.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2014,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2014,Gross domestic expenditure on R & D: Business enterprises (%),30.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2014,Gross domestic expenditure on R & D: Government (%),67.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2014,Gross domestic expenditure on R & D: Higher education (%),0.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2014,Gross domestic expenditure on R & D: Private non-profit (%),0.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2014,Gross domestic expenditure on R & D: Funds from abroad (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2016,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2016,Gross domestic expenditure on R & D: Business enterprises (%),29.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2016,Gross domestic expenditure on R & D: Government (%),68.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2016,Gross domestic expenditure on R & D: Higher education (%),1.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
31,Azerbaijan,2016,Gross domestic expenditure on R & D: Private non-profit (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
48,Bahrain,2014,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
48,Bahrain,2014,Gross domestic expenditure on R & D: Business enterprises (%),21.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
48,Bahrain,2014,Gross domestic expenditure on R & D: Government (%),41.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
48,Bahrain,2014,Gross domestic expenditure on R & D: Higher education (%),21.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
48,Bahrain,2014,Gross domestic expenditure on R & D: Private non-profit (%),2.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
48,Bahrain,2014,Gross domestic expenditure on R & D: Funds from abroad (%),12.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
48,Bahrain,2014,Gross domestic expenditure on R & D: Not distributed (%),1.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
112,Belarus,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.7000,Data have been converted from the former national currency using the appropriate conversion rate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
112,Belarus,2005,Gross domestic expenditure on R & D: Business enterprises (%),21.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
112,Belarus,2005,Gross domestic expenditure on R & D: Government (%),71.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
112,Belarus,2005,Gross domestic expenditure on R & D: Higher education (%),0.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
112,Belarus,2005,Gross domestic expenditure on R & D: Funds from abroad (%),6.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
112,Belarus,2008,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.7000,Data have been converted from the former national currency using the appropriate conversion rate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
